dept_no,dept_name,emp_no,first_name,last_name,title
d006,Quality Management,76632,Froduald,Szmurlo,Senior Engineer
d007,Sales,76634,Utz,McClure,Staff
d007,Sales,76636,Xiaoshan,Gomatam,Senior Staff
d004,Production,76642,Hein,Goldhammer,Senior Engineer
d005,Development,76644,Huei,Junet,Engineer
d004,Production,76648,Rajmohan,Camarinopoulos,Engineer
d004,Production,76654,Shunichi,Niizuma,Senior Engineer
d001,Marketing,76664,Felicidad,Rosenbaum,Senior Staff
d007,Sales,76667,Luisa,Puppe,Senior Staff
d003,Human Resources,76670,Oscar,Levasseur,Senior Staff
d004,Production,76672,Remko,Peris,Senior Engineer
d004,Production,76673,Cathie,Rando,Senior Engineer
d007,Sales,76674,Hitomi,Nourani,Senior Staff
d004,Production,76679,Moie,Rullman,Engineer
d008,Research,76680,Uriel,Collette,Senior Staff
d005,Development,76682,Pohua,Ozeri,Senior Engineer
d004,Production,76687,Heeju,Siochi,Senior Engineer
d005,Development,76689,Mansur,Steinauer,Senior Engineer
d005,Development,76690,Shaowen,Danley,Senior Engineer
d001,Marketing,76696,Saniya,Steenbeek,Staff
d005,Development,76703,Hairong,Huttel,Senior Engineer
d004,Production,76704,Valery,Shackel,Senior Engineer
d009,Customer Service,76705,Alair,Suermann,Senior Staff
d005,Development,76709,Berto,Georg,Senior Engineer
d002,Finance,76717,Jamaludin,Kitai,Staff
d009,Customer Service,76721,Kendra,Kamble,Senior Staff
d008,Research,76722,Kristina,Yavatkar,Senior Staff
d003,Human Resources,76724,Gino,Lueh,Senior Staff
d005,Development,76727,Valeri,Dusink,Senior Engineer
d004,Production,76730,Yucai,Lamma,Senior Engineer
d007,Sales,76735,Hidekazu,Bashian,Senior Staff
d008,Research,76737,Ewing,Zschoche,Senior Staff
d005,Development,76739,Xinyu,Ravishankar,Senior Engineer
d003,Human Resources,76743,Mechthild,Simmel,Senior Staff
d007,Sales,76749,Luise,Raoux,Staff
d005,Development,76750,Tomoyuki,Eastman,Technique Leader
d005,Development,76751,Koldo,Guardalben,Senior Engineer
d005,Development,76754,Sanjay,Roison,Senior Engineer
d007,Sales,76757,Marsal,Halloran,Senior Staff
d008,Research,76759,Zvonko,Hammerschmidt,Staff
d004,Production,76760,Adib,Bale,Engineer
d001,Marketing,76761,Raimond,Aloia,Senior Staff
d004,Production,76763,Alejandra,Menyhert,Senior Engineer
d004,Production,76764,Shuzo,Gien,Senior Engineer
d009,Customer Service,76766,Sariel,Maierhofer,Senior Staff
d005,Development,76772,Gao,Garigliano,Senior Engineer
d007,Sales,76774,Zsolt,Montemayor,Staff
d004,Production,76775,Arfst,Pietrzykowski,Senior Engineer
d007,Sales,76779,Branimir,Reeker,Senior Staff
d004,Production,76786,Tomofumi,Karlin,Senior Engineer
d008,Research,76798,Tuval,Olivero,Staff
d007,Sales,76801,Bernice,Vitiello,Staff
d005,Development,76808,Shin,Randt,Senior Engineer
d004,Production,76809,Sariel,Zhiwei,Senior Engineer
d002,Finance,76811,Ronnie,Kushner,Staff
d004,Production,76813,Tua,Pietrzykowski,Senior Engineer
d006,Quality Management,76816,Aamod,Terlouw,Engineer
d004,Production,76820,Mohan,Prochazka,Engineer
d005,Development,76822,Rafail,Gniady,Senior Engineer
d004,Production,76825,Sasan,Zaumen,Senior Engineer
d004,Production,76829,Rafols,Puoti,Senior Engineer
d004,Production,76833,Guangming,Orsini,Engineer
d005,Development,76839,Jinpo,Wielonsky,Technique Leader
d006,Quality Management,76840,Raimond,Petersohn,Senior Engineer
d005,Development,76842,Huican,Byoun,Engineer
d004,Production,76843,Dmitri,Bhattacharjee,Senior Engineer
d005,Development,76849,Hailing,Itzigehl,Engineer
d004,Production,76853,Sanjit,Puppo,Senior Engineer
d005,Development,76858,Danny,Thimonier,Engineer
d004,Production,76865,Harjit,Thorelli,Senior Engineer
d004,Production,76872,Ramya,Frijda,Senior Staff
d006,Quality Management,76876,Lalit,Hiraishi,Engineer
d007,Sales,76878,Abdelwaheb,Turnbull,Staff
d007,Sales,76881,Zsolt,Pusterhofer,Senior Staff
d005,Development,76884,Yechezkel,Sherertz,Senior Engineer
d006,Quality Management,76885,Heather,Snedden,Senior Engineer
d004,Production,76886,Shaw,Makrucki,Senior Engineer
d001,Marketing,76889,Danae,Mahnke,Senior Staff
d005,Development,76895,Souichi,Meriste,Senior Engineer
d004,Production,76897,Achilleas,Bamford,Engineer
d004,Production,76899,Hongzhu,Comte,Senior Engineer
d003,Human Resources,76901,Shaowen,Chiodo,Staff
d003,Human Resources,76905,Honesty,Rajcani,Staff
d006,Quality Management,76909,Samphel,Luft,Senior Engineer
d004,Production,76912,Sanjoy,Rusmann,Senior Engineer
d005,Development,76916,Yonghong,Morton,Senior Engineer
d004,Production,76923,Shigehito,Blokdijk,Senior Engineer
d007,Sales,76924,Dmitry,Cooke,Senior Staff
d007,Sales,76932,Radoslaw,Perfilyeva,Senior Staff
d005,Development,76939,Xiping,Rodite,Engineer
d007,Sales,76942,Wuxu,Koblick,Staff
d005,Development,76944,Niclas,Thiria,Senior Engineer
d002,Finance,76946,Heng,Rijsenbrij,Staff
d004,Production,76948,Greger,Crabtree,Senior Engineer
d007,Sales,76950,Mechthild,Legleitner,Staff
d005,Development,76957,Saniya,Rosca,Technique Leader
d005,Development,76958,Persi,Mellouli,Technique Leader
d003,Human Resources,76960,Bingning,Chaudhury,Senior Staff
d004,Production,76961,Luisa,Nishimukai,Senior Engineer
d009,Customer Service,76964,Guangming,Lovengreen,Senior Staff
d006,Quality Management,76970,Christfried,Langford,Technique Leader
d001,Marketing,76977,Sigeru,Stroustrup,Senior Staff
d001,Marketing,76979,Claude,Fiutem,Senior Staff
d004,Production,76983,Rajmohan,Ozeri,Senior Engineer
d005,Development,76985,Amalendu,Fontan,Senior Engineer
d004,Production,76986,Gianluca,Pearson,Technique Leader
d004,Production,77002,Aran,Ratnakar,Senior Engineer
d001,Marketing,77005,Hercules,Rosin,Staff
d004,Production,77010,Bojan,Peroz,Senior Engineer
d004,Production,77014,Barry,Redmiles,Technique Leader
d001,Marketing,77019,Nalini,Kropp,Senior Staff
d003,Human Resources,77036,Miquel,Marrakchi,Senior Staff
d004,Production,77039,Susanta,Walston,Senior Engineer
d002,Finance,77043,Shaibal,Argence,Senior Staff
d009,Customer Service,77044,Gil,Zucker,Senior Staff
d002,Finance,77046,Geoffry,Slutz,Staff
d005,Development,77052,Pohua,Hagimont,Engineer
d006,Quality Management,77055,Sashi,Oehlmann,Senior Engineer
d002,Finance,77059,Garnik,Slobodova,Senior Staff
d004,Production,77060,Menkae,Kleiser,Engineer
d006,Quality Management,77067,Cheong,Tokunaga,Senior Engineer
d004,Production,77068,Leucio,Rattan,Senior Engineer
d005,Development,77072,Isaac,Winter,Senior Engineer
d007,Sales,77075,Steen,Picaronny,Senior Staff
d005,Development,77077,Zengping,Peral,Technique Leader
d007,Sales,77081,Rance,Fritzsche,Senior Staff
d007,Sales,77084,Gao,Siegrist,Staff
d005,Development,77089,Renee,Wrigley,Senior Engineer
d004,Production,77100,Mihalis,Baaleh,Senior Engineer
d001,Marketing,77102,Gad,Hettesheimer,Senior Staff
d005,Development,77106,Shuho,Perri,Engineer
d003,Human Resources,77110,Rasiah,Stanger,Senior Staff
d005,Development,77118,Tristan,Marwedel,Senior Engineer
d005,Development,77122,Sreekrishna,Mandell,Engineer
d002,Finance,77125,LiMin,Rullman,Staff
d007,Sales,77129,Jaques,Zaiane,Senior Staff
d007,Sales,77133,Shahab,Genin,Senior Staff
d005,Development,77137,Avishai,Stanfel,Technique Leader
d007,Sales,77138,Haldun,Karner,Staff
d007,Sales,77139,Sanjiv,Wolniewicz,Senior Staff
d007,Sales,77141,Shahab,Krzyzanowski,Staff
d004,Production,77143,Oddvar,Kaiser,Senior Engineer
d007,Sales,77144,Gill,Milicia,Senior Staff
d004,Production,77145,Shooichi,Terlouw,Assistant Engineer
d004,Production,77147,Elrique,Baez,Engineer
d009,Customer Service,77159,Naftaly,Awdeh,Senior Staff
d007,Sales,77173,Sachem,Merey,Senior Staff
d005,Development,77177,Nechama,Suwa,Senior Engineer
d003,Human Resources,77179,Gonzalo,Garigliano,Staff
d004,Production,77181,Aiman,Irland,Senior Engineer
d004,Production,77184,Vatsa,Kusakari,Senior Engineer
d007,Sales,77186,Irene,Crooks,Senior Staff
d004,Production,77193,Keiichiro,Benzmuller,Engineer
d005,Development,77195,Owen,Birrer,Senior Staff
d008,Research,77196,Lillian,Benner,Senior Staff
d009,Customer Service,77197,Ibibia,Bridgland,Staff
d007,Sales,77201,Kiyotoshi,Butner,Staff
d005,Development,77203,Dante,Oppitz,Senior Engineer
d002,Finance,77205,Toshiki,Nivat,Senior Staff
d004,Production,77208,Bartek,Malabarba,Technique Leader
d003,Human Resources,77211,Kasturi,Msuda,Senior Staff
d004,Production,77212,Shaowen,Einsfeld,Technique Leader
d004,Production,77218,Zhilian,Hettesheimer,Engineer
d006,Quality Management,77225,Tomokazu,Cannard,Senior Engineer
d006,Quality Management,77231,Yuqun,Luft,Senior Engineer
d001,Marketing,77232,Kinh,Krogh,Senior Staff
d005,Development,77234,Kazuhisa,Krohm,Senior Engineer
d009,Customer Service,77235,Nechama,Kilgour,Staff
d005,Development,77238,Eberhardt,Beausoleil,Senior Engineer
d005,Development,77239,Gregory,Lubachevsky,Engineer
d005,Development,77241,Uri,Sommen,Senior Engineer
d001,Marketing,77244,Garnet,Docker,Staff
d004,Production,77245,Susanta,Baer,Senior Engineer
d005,Development,77250,Premal,Rothe,Senior Engineer
d001,Marketing,77263,Arto,Keustermans,Senior Staff
d009,Customer Service,77264,Monique,Suomi,Staff
d007,Sales,77269,Yuguang,Penz,Senior Staff
d007,Sales,77272,Xinglin,Hambrick,Staff
d007,Sales,77279,Xuejun,Burnard,Staff
d001,Marketing,77289,Xiaobin,Katiyar,Senior Staff
d004,Production,77292,Berhard,Roccetti,Engineer
d008,Research,77295,Weijing,Taubman,Senior Staff
d007,Sales,77297,Wanqing,Zumaque,Staff
d005,Development,77302,Lihong,Reinhart,Senior Engineer
d009,Customer Service,77304,Bluma,Guardalben,Staff
d006,Quality Management,77309,Gay,Gewali,Senior Engineer
d004,Production,77314,Augustine,Fabrizio,Senior Engineer
d005,Development,77316,Peternela,Milicic,Senior Engineer
d004,Production,77319,Ramzi,Sridhar,Technique Leader
d005,Development,77322,Edwin,Vandervoorde,Technique Leader
d007,Sales,77324,Gila,Isaac,Senior Staff
d007,Sales,77325,Feiyu,Brickell,Senior Staff
d008,Research,77331,Jolita,Restivo,Senior Staff
d005,Development,77334,Jaber,Hegner,Engineer
d007,Sales,77343,Shirish,Munke,Senior Staff
d005,Development,77344,Gian,Lorch,Technique Leader
d007,Sales,77346,Shir,Walston,Senior Staff
d004,Production,77348,Irene,Teitelbaum,Engineer
d009,Customer Service,77349,Goncalo,Butterworth,Senior Staff
d005,Development,77353,Bingning,Spell,Senior Engineer
d005,Development,77359,Anneke,Dengi,Staff
d004,Production,77363,Ult,Sommer,Senior Engineer
d008,Research,77365,Elvia,Haddadi,Senior Staff
d002,Finance,77373,Nagui,Foote,Senior Staff
d005,Development,77374,Laurentiu,Greibach,Senior Engineer
d005,Development,77378,Zissis,Crelier,Senior Engineer
d003,Human Resources,77382,Reuven,Rothenberg,Staff
d007,Sales,77385,Kristinn,Avouris,Senior Staff
d008,Research,77386,Bowen,McFarlan,Senior Staff
d008,Research,77390,Gully,Larfeldt,Senior Staff
d005,Development,77391,JiYoung,Polupanov,Technique Leader
d005,Development,77394,Mary,Wielonsky,Senior Engineer
d007,Sales,77396,Spyrose,Ohori,Senior Staff
d009,Customer Service,77404,Hiroyasu,Bressoud,Staff
d005,Development,77406,Surveyors,Choobineh,Senior Engineer
d007,Sales,77410,Kazuhiko,Ranka,Senior Staff
d005,Development,77414,Kwun,Lienhardt,Senior Engineer
d006,Quality Management,77420,Jiakeng,Masand,Senior Engineer
d008,Research,77426,Jungsoon,Zeidenstein,Senior Staff
d004,Production,77435,Dmitri,Vitiello,Technique Leader
d006,Quality Management,77438,Dekang,Engberts,Senior Engineer
d005,Development,77441,Sachio,Luca,Senior Engineer
d005,Development,77455,Atilio,Coullard,Senior Engineer
d005,Development,77456,Kristina,Pettis,Senior Staff
d005,Development,77457,Chinho,Heemskerk,Senior Engineer
d005,Development,77458,Subhankar,Cannard,Senior Engineer
d005,Development,77460,Kiam,Usdin,Senior Engineer
d004,Production,77466,Takahiro,Matzel,Senior Engineer
d009,Customer Service,77469,Constantino,Lanzelotte,Senior Staff
d001,Marketing,77470,Moie,Fiebach,Senior Staff
d005,Development,77475,Chinho,Ouhyoung,Senior Engineer
d007,Sales,77481,Kitty,Picel,Senior Staff
d007,Sales,77496,Jingling,Iacovou,Staff
d001,Marketing,77500,Takahira,Iwayama,Senior Staff
d006,Quality Management,77501,Vishu,Hemaspaandra,Engineer
d004,Production,77519,Sachar,Azulay,Engineer
d004,Production,77520,Toshimori,Androutsos,Technique Leader
d004,Production,77524,Naftaly,Usery,Senior Staff
d005,Development,77531,Padma,Czaja,Engineer
d003,Human Resources,77535,Yonghong,Codenie,Senior Staff
d005,Development,77538,Masadi,Remmers,Senior Engineer
d004,Production,77540,Tse,Werthner,Senior Engineer
d005,Development,77541,Hideo,Furudate,Senior Engineer
d008,Research,77544,Masali,Borovoy,Staff
d005,Development,77545,Gopalakrishnan,Paciorek,Senior Engineer
d006,Quality Management,77547,Naraig,Jeong,Senior Engineer
d007,Sales,77551,Lansing,Ossenbruggen,Senior Staff
d004,Production,77554,Troy,Iisaka,Senior Engineer
d004,Production,77558,Ranga,Welham,Senior Engineer
d004,Production,77562,Gianluca,Openshaw,Senior Engineer
d005,Development,77567,Guiseppe,Erdi,Senior Engineer
d007,Sales,77568,Erzsebet,Peck,Senior Staff
d004,Production,77571,Odoardo,Coorg,Senior Staff
d008,Research,77573,Gro,Barriga,Senior Staff
d007,Sales,77574,Lalit,Keustermans,Staff
d008,Research,77575,Kristinn,Rathonyi,Senior Staff
d009,Customer Service,77583,Goa,Rosay,Senior Staff
d004,Production,77597,Oddvar,Straney,Senior Engineer
d001,Marketing,77599,Gudjon,Rosca,Senior Staff
d008,Research,77601,Frederique,Toyoshima,Senior Staff
d004,Production,77610,Sanjeeva,Kadhim,Senior Engineer
d003,Human Resources,77613,Stabislas,Frijda,Staff
d001,Marketing,77615,Jianwen,Krupka,Staff
d009,Customer Service,77618,Vasilii,Ranze,Staff
d004,Production,77623,Takushi,Anger,Senior Engineer
d007,Sales,77641,Berni,Nishimukai,Senior Staff
d004,Production,77642,Kotesh,Weedon,Technique Leader
d007,Sales,77643,Remzi,Skogmar,Senior Staff
d004,Production,77644,Ziva,Swen,Senior Engineer
d004,Production,77650,Idoia,Bennis,Senior Engineer
d003,Human Resources,77652,Arumugam,Schicker,Senior Staff
d004,Production,77653,Geraldo,Chartres,Engineer
d008,Research,77654,Jacqueline,Kermarrec,Staff
d009,Customer Service,77659,Owen,Sridhar,Senior Staff
d004,Production,77663,Taiji,Lamma,Senior Engineer
d005,Development,77665,Paddy,Fargier,Engineer
d009,Customer Service,77675,Mohua,Domenig,Senior Staff
d004,Production,77678,Billur,Peyn,Engineer
d005,Development,77688,Make,Wegerle,Senior Engineer
d007,Sales,77689,Abdelkader,Swan,Senior Staff
d002,Finance,77691,Christoper,Showalter,Staff
d002,Finance,77694,Brigham,Servieres,Senior Staff
d001,Marketing,77696,Janche,Veeraraghavan,Staff
d008,Research,77699,Shalesh,Matzke,Staff
d007,Sales,77702,Barna,Jiang,Senior Staff
d002,Finance,77710,Gaurav,Weedon,Staff
d004,Production,77711,Mara,Passafiume,Senior Engineer
d001,Marketing,77712,Hercules,Casley,Senior Staff
d007,Sales,77720,Pramod,Saoudi,Senior Staff
d008,Research,77722,Bodo,Denti,Senior Staff
d004,Production,77728,Tsz,Oaver,Engineer
d009,Customer Service,77731,Xiping,Plumb,Senior Staff
d002,Finance,77732,Fumino,Zizka,Senior Staff
d009,Customer Service,77741,Claude,Felcyn,Senior Staff
d004,Production,77742,Utpal,Xiaoshan,Engineer
d009,Customer Service,77743,Fen,Pollacia,Senior Staff
d002,Finance,77746,Yuqun,Lanzelotte,Senior Staff
d005,Development,77749,Mayumi,Bharadwaj,Senior Engineer
d007,Sales,77761,Tua,Pauthner,Senior Staff
d003,Human Resources,77763,Mahmut,Mitchem,Senior Staff
d009,Customer Service,77764,Fumiya,McFarlin,Staff
d005,Development,77768,Tokuyasu,Picel,Senior Engineer
d005,Development,77770,Gen,Przulj,Senior Engineer
d005,Development,77781,Piyush,Ritzmann,Assistant Engineer
d005,Development,77787,Lucian,Bellone,Senior Engineer
d004,Production,77790,Roddy,Emiris,Senior Engineer
d009,Customer Service,77791,Rasikan,Setlzner,Senior Staff
d002,Finance,77803,Armond,Schwartzburd,Senior Staff
d005,Development,77806,Kenton,Pesch,Senior Engineer
d005,Development,77808,Mari,Rando,Engineer
d004,Production,77809,Arne,Fritzsche,Senior Engineer
d005,Development,77814,Ferdinand,Otillio,Senior Engineer
d002,Finance,77826,Achilleas,Rabehasaina,Staff
d008,Research,77827,Billie,Papadias,Senior Staff
d002,Finance,77829,Flemming,Parfitt,Staff
d006,Quality Management,77836,Kokou,Luke,Senior Engineer
d005,Development,77838,Shuzo,Piazza,Senior Engineer
d005,Development,77847,Aron,Haumacher,Senior Engineer
d004,Production,77850,Arno,Baaz,Senior Engineer
d009,Customer Service,77852,Niranjan,Parascandalo,Senior Staff
d003,Human Resources,77856,Basil,Crelier,Staff
d008,Research,77859,Garnet,Pelc,Senior Staff
d004,Production,77860,Boalin,Yetto,Engineer
d006,Quality Management,77869,Masamitsu,Swick,Senior Engineer
d005,Development,77871,Ger,Seiwald,Senior Engineer
d003,Human Resources,77878,Jahangir,Fujisawa,Staff
d005,Development,77884,Danel,Pollacia,Senior Engineer
d004,Production,77889,Vesna,Eiter,Senior Engineer
d005,Development,77893,Kien,Wegerle,Senior Engineer
d005,Development,77898,Yuchang,Christianini,Senior Engineer
d004,Production,77903,Subhash,Serra,Senior Engineer
d004,Production,77908,Frederique,Shimshoni,Senior Engineer
d004,Production,77911,Krisda,Provine,Engineer
d008,Research,77914,Jaideep,Ecklund,Staff
d007,Sales,77915,Shimshon,Schnelling,Senior Staff
d007,Sales,77916,Suvo,Beetstra,Senior Staff
d001,Marketing,77923,Kasidit,Schrooten,Senior Staff
d006,Quality Management,77926,Herbert,Thibadeau,Senior Engineer
d007,Sales,77930,Ennio,Picco,Senior Staff
d003,Human Resources,77935,Yakichi,Fritzsche,Senior Staff
d005,Development,77936,Horward,Azevdeo,Senior Engineer
d004,Production,77948,Demin,Merks,Senior Staff
d004,Production,77949,Koichi,Dusink,Engineer
d008,Research,77956,Mona,Binding,Senior Staff
d004,Production,77959,Shahab,Onuegbe,Technique Leader
d007,Sales,77973,Zine,Zuberek,Staff
d005,Development,77974,Fei,Shihab,Senior Engineer
d002,Finance,77975,Chikako,Christ,Senior Staff
d007,Sales,77980,Yongmin,Sidje,Senior Staff
d004,Production,77981,Nahid,Ferretti,Senior Engineer
d004,Production,77986,Serif,Ginesta,Engineer
d005,Development,77988,Tze,Gyimothy,Senior Engineer
d006,Quality Management,78006,Palash,Rosca,Technique Leader
d005,Development,78009,Zhiwei,Falster,Engineer
d004,Production,78014,Gay,Ressouche,Senior Engineer
d009,Customer Service,78021,Ranan,Lyonns,Senior Staff
d004,Production,78029,Jixiang,Rouquie,Senior Engineer
d005,Development,78031,Suzette,Luca,Engineer
d002,Finance,78038,Dmitry,Sooriamurthi,Senior Staff
d001,Marketing,78039,Genki,Heemskerk,Senior Staff
d006,Quality Management,78042,Xuedong,Zedlitz,Senior Engineer
d004,Production,78043,Constantijn,Ozeri,Senior Engineer
d007,Sales,78048,Jaewoo,Jumpertz,Senior Staff
d008,Research,78054,Alexius,Matzov,Staff
d005,Development,78056,Fumitake,Gopalakrishnan,Assistant Engineer
d005,Development,78071,Kellie,Kavanagh,Technique Leader
d004,Production,78073,Udi,Lupu,Senior Engineer
d005,Development,78078,Leni,Lodder,Technique Leader
d002,Finance,78080,Zhensheng,Stassinopoulos,Staff
d005,Development,78082,Dung,Fontan,Senior Engineer
d004,Production,78085,Bingning,Gargeya,Senior Engineer
d001,Marketing,78087,Baoqiu,Nastansky,Staff
d007,Sales,78092,Stein,Hutter,Senior Staff
d008,Research,78095,Herb,Parhami,Staff
d003,Human Resources,78102,Kristinn,Welham,Senior Staff
d005,Development,78104,Chinya,Rubsam,Engineer
d007,Sales,78111,Teunis,Ushiama,Senior Staff
d007,Sales,78116,Tokuyasu,Beerel,Senior Staff
d001,Marketing,78121,Yinghua,Angelov,Senior Staff
d004,Production,78130,Jouni,McClurg,Assistant Engineer
d005,Development,78133,Kristinn,Marrevee,Engineer
d004,Production,78135,Arup,Hagimont,Senior Engineer
d009,Customer Service,78144,Conor,Openshaw,Staff
d002,Finance,78151,Jeanne,Erol,Staff
